ROICentroidsXInPixels,ROICentroidsYInPixels,anglesInDeg,anglesInRad,fileID,golgiAreaInSquareMicrons,golgiCentroidsXInPixels,golgiCentroidsYInPixels,golgiPerimeterInMicrons,nucleiAreaInSquareMicrons,nucleiCentroidsXInPixels,nucleiCentroidsYInPixels,nucleiPerimeterInMicrons
111.0,111.0,36.23,0.63,Animal 2_6hrs_038,66.57,67.41,164.92,133.95,164.79,112.82,102.94,51.73
111.0,111.0,-128.38,-2.24,Animal 2_6hrs_039,19.14,150.79,65.62,28.35,106.15,114.23,94.57,46.9
111.0,111.0,-58.24,-1.02,Animal 2_6hrs_039,18.11,197.64,152.01,25.67,193.05,117.68,102.5,58.86
111.0,111.0,148.48,2.59,Animal 2_6hrs_039,29.93,96.8,47.89,56.01,97.09,140.83,119.69,44.92
111.0,111.0,-22.66,-0.4,Animal 2_6hrs_040,89.33,132.23,190.01,69.53,8.06,100.59,114.23,13.8
111.0,111.0,25.31,0.44,Animal 2_6hrs_040,87.01,112.77,179.94,150.48,48.34,142.6,116.86,32.28
111.0,111.0,73.2,1.28,Animal 2_6hrs_041,87.86,88.28,106.66,97.17,113.4,106.52,101.15,42.28
111.0,111.0,77.43,1.35,Animal 2_6hrs_041,12.57,8.0,164.48,21.39,132.93,127.88,137.74,53.93
111.0,111.0,-39.22,-0.68,Animal 2_6hrs_042,0.24,163.9,135.38,1.97,232.77,123.92,86.39,71.81
111.0,111.0,70.66,1.23,Animal 2_6hrs_042,69.16,21.92,135.36,71.68,168.53,105.09,106.17,58.89
111.0,111.0,15.97,0.28,Animal 2_6hrs_042,64.58,85.0,177.47,90.53,212.89,105.4,106.17,61.33
111.0,111.0,19.78,0.35,Animal 2_6hrs_043,69.51,79.58,179.21,78.86,115.28,102.45,115.58,54.74
111.0,111.0,12.54,0.22,Animal 2_6hrs_043,83.96,88.38,185.73,140.22,246.78,106.06,106.21,70.16
111.0,111.0,-167.47,-2.92,Animal 2_6hrs_044,137.03,106.78,95.45,186.02,105.31,103.63,109.65,44.57
111.0,111.0,39.9,0.7,Animal 2_6hrs_044,4.98,21.57,215.5,19.33,350.63,111.69,107.7,176.95
111.0,111.0,36.31,0.63,Animal 2_6hrs_044,29.73,65.76,179.63,51.14,137.17,111.3,117.66,49.72
111.0,111.0,19.43,0.34,Animal 2_6hrs_044,0.57,75.69,195.63,3.47,249.5,108.15,103.6,68.9
101.0,111.0,-45.56,-0.8,Animal 2_6hrs_044,88.06,160.08,171.8,58.82,140.59,107.2,119.96,50.01
111.0,111.0,34.35,0.6,Animal 2_6hrs_045,105.71,61.13,153.96,106.47,148.58,102.57,93.32,63.94
111.0,111.0,55.59,0.97,Animal 2_6hrs_045,51.88,39.15,155.07,77.95,149.44,105.15,109.86,48.61
111.0,111.0,-1.84,-0.03,Animal 2_6hrs_045,44.71,106.39,170.17,101.13,184.23,104.7,117.73,87.96
111.0,111.0,121.34,2.12,Animal 2_6hrs_045,136.26,76.68,66.21,144.47,73.11,129.11,98.14,45.71
111.0,111.0,53.15,0.93,Animal 2_6hrs_046,114.42,78.23,124.76,193.86,4.5,128.1,87.38,9.31
111.0,111.0,40.09,0.7,Animal 2_6hrs_046,60.28,47.57,178.66,86.0,128.19,115.47,97.98,101.44
111.0,111.0,79.02,1.38,Animal 2_6hrs_046,2.37,39.24,143.32,11.01,99.8,88.2,133.82,43.77
111.0,111.0,35.94,0.63,Animal 2_6hrs_047,5.98,27.6,194.44,23.68,147.67,95.49,100.77,53.03
111.0,111.0,128.69,2.25,Animal 2_6hrs_047,167.15,82.94,86.8,115.87,114.11,108.36,107.16,47.52
111.0,111.0,-15.73,-0.27,Animal 2_6hrs_047,4.9,134.67,200.18,9.46,331.42,107.68,104.35,117.07
111.0,111.0,67.56,1.18,Animal 2_6hrs_047,29.66,50.05,124.31,44.33,168.46,102.66,102.59,62.97
111.0,111.0,75.06,1.31,Animal 2_6hrs_047,71.69,48.6,119.83,100.13,165.14,104.91,104.81,55.72
111.0,111.0,-0.24,-0.0,Animal 2_6hrs_047,70.28,101.2,187.45,91.86,324.52,100.83,99.61,100.94
111.0,111.0,-12.52,-0.22,Animal 2_6hrs_049,55.5,125.5,169.36,107.72,146.44,109.9,99.1,47.35
111.0,111.0,48.29,0.84,Animal 2_6hrs_049,20.21,23.54,185.01,47.31,102.48,109.64,108.26,44.06
111.0,111.0,-16.51,-0.29,Animal 2_6hrs_049,65.03,116.37,174.1,110.28,187.66,100.47,120.46,96.89
111.0,111.0,-46.12,-0.8,Animal 2_6hrs_049,152.83,169.63,155.07,161.94,200.27,127.47,114.53,69.19
111.0,111.0,-11.17,-0.19,Animal 2_6hrs_049,111.82,109.61,174.39,196.14,248.1,102.0,135.85,79.85
