ROICentroidsXInPixels,ROICentroidsYInPixels,anglesInDeg,anglesInRad,fileID,golgiAreaInSquareMicrons,golgiCentroidsXInPixels,golgiCentroidsYInPixels,golgiPerimeterInMicrons,nucleiAreaInSquareMicrons,nucleiCentroidsXInPixels,nucleiCentroidsYInPixels,nucleiPerimeterInMicrons
111.0,111.0,-3.59,-0.06,Animal 1_6HRS_027,21.18,109.37,138.79,29.59,86.21,106.36,90.76,37.55
111.0,111.0,-59.97,-1.05,Animal 1_6HRS_028,33.93,156.79,141.13,47.44,159.35,108.19,113.04,57.38
111.0,111.0,93.38,1.63,Animal 1_6HRS_028,37.72,50.88,104.37,81.36,100.05,110.32,107.88,49.91
111.0,111.0,-34.31,-0.6,Animal 1_6HRS_028,71.45,133.24,151.47,94.92,86.86,109.94,117.33,38.44
111.0,111.0,-88.4,-1.54,Animal 1_6HRS_028,12.75,177.88,103.99,20.91,65.31,100.04,101.82,34.04
111.0,111.0,97.02,1.69,Animal 1_6HRS_029,166.98,80.55,101.88,295.48,97.7,109.96,105.5,42.17
111.0,111.0,77.23,1.35,Animal 1_6HRS_030,72.08,77.56,111.65,132.92,97.81,118.81,102.3,42.98
111.0,111.0,-91.09,-1.59,Animal 1_6HRS_030,198.58,159.03,86.6,255.05,202.52,94.97,87.83,75.64
111.0,111.0,131.11,2.29,Animal 1_6HRS_030,56.48,108.73,76.99,71.54,100.95,124.66,90.89,38.67
111.0,111.0,12.11,0.21,Animal 1_6HRS_031,28.26,90.2,162.32,53.78,96.59,103.8,98.94,38.24
111.0,111.0,-122.38,-2.14,Animal 1_6HRS_031,91.62,161.89,84.71,145.89,162.13,129.34,105.35,56.49
111.0,111.0,88.52,1.54,Animal 1_6HRS_031,13.82,25.36,102.46,21.88,56.22,106.11,100.37,29.46
111.0,111.0,-49.17,-0.86,Animal 1_6HRS_031,19.19,161.5,159.67,21.31,84.55,102.05,108.3,38.07
111.0,111.0,45.25,0.79,Animal 1_6HRS_031,161.6,106.79,133.8,222.98,131.73,126.33,114.43,49.42
111.0,111.0,75.06,1.31,Animal 1_6HRS_031,24.28,33.05,123.43,64.03,104.12,94.92,106.93,41.65
111.0,111.0,24.82,0.43,Animal 1_6HRS_031,83.11,55.04,166.48,119.07,135.92,86.83,97.74,59.91
111.0,111.0,27.63,0.48,Animal 1_6HRS_032,89.14,61.28,161.75,131.14,128.78,96.79,93.91,71.28
111.0,111.0,106.07,1.85,Animal 1_6HRS_032,63.06,34.53,79.16,105.76,160.43,121.49,104.22,52.86
111.0,111.0,-8.15,-0.14,Animal 1_6HRS_032,27.31,123.73,194.95,67.64,205.5,108.46,88.25,73.87
111.0,111.0,33.63,0.59,Animal 1_6HRS_034,86.54,44.73,179.99,110.93,210.87,84.82,119.71,74.82
111.0,111.0,-133.13,-2.32,Animal 1_6HRS_034,33.74,154.7,45.77,50.86,126.25,108.24,89.29,43.89
111.0,111.0,78.14,1.36,Animal 1_6HRS_034,18.5,38.68,114.72,32.36,82.21,104.79,100.83,37.94
111.0,111.0,-80.26,-1.4,Animal 1_6HRS_036,0.27,170.65,108.39,0.5,111.73,111.3,98.2,42.73
111.0,111.0,117.88,2.06,Animal 1_6HRS_036,94.01,94.74,78.09,182.79,58.58,133.93,98.82,33.95
111.0,111.0,-50.55,-0.88,Animal 1_6HRS_036,24.2,154.69,130.08,56.5,79.57,125.29,105.88,44.15
111.0,111.0,-13.98,-0.24,Animal 1_6HRS_037,66.65,121.72,137.02,141.73,205.62,117.22,118.96,58.15
111.0,111.0,157.82,2.75,Animal 1_6HRS_037,19.76,89.95,40.32,34.01,69.54,110.01,89.52,34.6
111.0,111.0,20.95,0.37,Animal 1_6HRS_037,0.2,50.94,213.0,0.28,118.48,87.67,117.08,54.54
111.0,111.0,-41.35,-0.72,Animal 1_6HRS_038,0.26,184.36,216.09,2.25,242.73,119.05,141.88,75.0
111.0,111.0,-72.78,-1.27,Animal 1_6HRS_039,9.23,212.51,137.07,18.36,141.99,101.73,102.73,56.49
111.0,111.0,25.3,0.44,Animal 1_6HRS_040,0.24,48.38,218.86,1.71,131.3,96.86,116.29,43.78
111.0,111.0,-42.64,-0.74,Animal 1_6HRS_040,52.38,140.6,144.81,65.41,98.34,107.63,109.0,37.89
111.0,111.0,-18.43,-0.32,Animal 2_2HRS_003,39.61,116.61,145.45,80.09,136.12,95.1,80.9,62.06
111.0,111.0,46.8,0.82,Animal 2_2HRS_003,57.22,70.85,167.86,106.16,57.85,131.93,110.5,33.39
111.0,111.0,70.46,1.23,Animal 2_2HRS_003,0.26,1.05,148.68,1.91,79.64,102.67,112.61,38.25
111.0,111.0,46.57,0.81,Animal 2_2HRS_005,39.19,38.14,158.93,41.05,199.61,92.96,107.03,73.44
111.0,111.0,-8.71,-0.15,Animal 2_2HRS_005,53.44,126.71,178.12,90.65,187.73,115.11,102.34,74.32
111.0,111.0,76.03,1.33,Animal 2_2HRS_008,43.15,50.76,141.0,79.79,122.34,107.78,126.82,44.51
111.0,111.0,105.53,1.84,Animal 2_2HRS_008,72.4,27.24,101.63,94.93,182.48,89.73,118.99,65.77
111.0,111.0,-30.16,-0.53,Animal 2_2HRS_009,1.59,178.07,206.74,8.53,67.41,107.1,84.6,36.16
111.0,111.0,-20.12,-0.35,Animal 2_2HRS_012,27.1,132.97,155.79,45.55,118.33,109.58,91.94,43.56
111.0,111.0,45.39,0.79,Animal 2_2HRS_015,26.85,50.83,160.44,65.59,94.89,102.68,109.28,45.1
111.0,111.0,18.71,0.33,Animal 2_2HRS_015,27.06,83.82,173.93,42.85,104.15,104.93,111.59,40.79
111.0,111.0,15.38,0.27,Animal 2_2HRS_015,65.98,92.02,188.63,87.27,217.76,115.18,104.43,71.29
111.0,111.0,55.72,0.97,Animal 2_2HRS_016,52.04,29.39,157.48,99.08,217.76,111.95,101.21,76.29
111.0,111.0,-38.32,-0.67,Animal 2_2HRS_017,55.84,169.87,176.57,80.03,91.47,104.76,94.21,39.27
111.0,111.0,141.16,2.46,Animal 2_2HRS_017,124.44,80.22,105.49,199.26,139.61,95.2,124.09,65.74
111.0,111.0,-8.47,-0.15,Animal 2_2HRS_017,43.34,154.94,188.14,83.81,94.74,146.17,129.25,44.46
111.0,111.0,116.13,2.03,Animal 2_2HRS_018,31.15,60.55,87.27,47.76,95.28,98.93,106.09,42.8
111.0,111.0,9.48,0.17,Animal 2_2HRS_018,22.57,83.88,196.68,31.33,113.43,98.34,110.12,42.58
111.0,111.0,29.14,0.51,Animal 2_2HRS_018,33.87,83.51,144.02,46.65,84.09,116.87,84.2,36.66
111.0,111.0,-144.64,-2.52,Animal 2_2HRS_025,62.5,136.87,54.4,105.8,115.82,102.47,102.87,52.97
111.0,111.0,34.88,0.61,Animal 2_2HRS_026,0.27,78.87,175.96,1.69,38.47,125.24,109.42,27.61
111.0,111.0,23.2,0.4,Animal 2_2HRS_028,0.12,68.0,194.5,0.95,162.83,109.17,98.43,65.02
111.0,111.0,-20.08,-0.35,Animal 2_2HRS_028,11.75,162.47,180.79,43.41,229.3,131.46,95.96,68.22
111.0,111.0,121.22,2.12,Animal 2_2HRS_029,0.14,85.0,93.25,0.97,201.13,105.39,105.61,80.43
111.0,111.0,-0.9,-0.02,Animal 2_2HRS_029,27.85,121.21,150.53,48.16,98.69,120.49,104.61,44.86
111.0,111.0,-8.52,-0.15,Animal 2_2HRS_029,42.14,113.49,199.12,76.76,0.78,97.01,89.12,3.01
108.0,111.0,147.41,2.57,Animal 2_2HRS_029,55.64,71.64,52.82,82.34,156.27,106.1,106.73,58.18
111.0,111.0,91.73,1.6,Animal 2_2HRS_030,12.27,45.22,116.07,25.69,93.7,114.03,118.15,40.99
111.0,111.0,-34.2,-0.6,Animal 2_2HRS_030,33.85,171.07,200.47,69.42,226.93,107.09,106.32,72.75
111.0,111.0,-15.09,-0.26,Animal 2_2HRS_030,58.83,126.14,183.74,62.21,171.78,105.46,107.01,55.17
111.0,111.0,80.95,1.41,Animal 2_2HRS_032,29.56,24.62,120.07,39.32,76.99,79.02,111.41,37.3
111.0,111.0,-60.5,-1.06,Animal 2_2HRS_032,2.6,210.68,192.96,9.59,86.54,75.32,116.38,39.23
111.0,111.0,-12.82,-0.22,Animal 2_2HRS_033,27.25,129.29,165.92,70.57,91.78,117.16,112.6,41.19
111.0,111.0,-35.97,-0.63,Animal 2_2HRS_033,61.5,171.24,173.89,151.56,128.18,117.11,99.3,50.63
111.0,111.0,-39.44,-0.69,Animal 2_2HRS_034,39.25,111.57,142.13,78.74,34.97,103.2,131.97,25.74
111.0,111.0,-74.56,-1.3,Animal 2_2HRS_034,24.89,166.62,162.48,37.26,78.03,112.04,147.41,48.57
111.0,111.0,-87.0,-1.52,Animal 2_2HRS_034,101.9,149.94,112.09,141.3,68.44,115.06,110.26,44.19
111.0,111.0,-9.74,-0.17,Animal 2_2HRS_034,0.34,135.0,219.93,2.34,141.17,116.15,110.17,47.81
111.0,111.0,-87.64,-1.53,Animal 2_2HRS_035,54.88,167.11,111.91,91.85,118.45,105.42,109.37,44.38
111.0,111.0,15.33,0.27,Animal 2_2HRS_035,47.11,110.41,142.16,67.94,89.16,126.97,81.77,42.74
111.0,111.0,-31.31,-0.55,Animal 2_2HRS_035,25.86,140.07,154.47,45.16,74.73,111.71,107.86,34.52
81.0,111.0,2.81,0.05,Animal 2_2HRS_035,1.34,98.17,193.03,4.43,71.0,101.66,122.04,42.95
111.0,111.0,-1.46,-0.03,Animal 2_2HRS_036,47.52,88.35,171.49,75.39,141.71,86.02,80.69,53.56
111.0,111.0,-8.75,-0.15,Animal 2_2HRS_036,132.23,119.33,170.22,147.13,14.66,107.04,90.4,18.31
111.0,111.0,68.81,1.2,Animal 2_2HRS_037,5.63,45.7,136.14,25.58,222.88,109.55,111.39,69.83
111.0,111.0,48.06,0.84,Animal 2_2HRS_037,31.36,67.13,155.2,80.38,52.3,122.88,105.11,30.3
111.0,111.0,41.52,0.72,Animal 2_2HRS_037,41.94,46.73,173.56,77.02,105.44,107.53,104.88,47.85
111.0,111.0,-71.29,-1.24,Animal 2_2HRS_037,56.17,167.59,172.28,106.67,125.03,94.16,147.4,64.64
111.0,111.0,-25.66,-0.45,Animal 2_2HRS_040,79.76,139.1,175.3,129.76,207.5,106.15,106.69,59.5
111.0,111.0,-24.06,-0.42,Animal 2_2HRS_040,67.87,132.77,186.24,70.71,185.46,95.44,102.63,83.49
111.0,111.0,22.01,0.38,Animal 2_2HRS_041,23.69,88.92,145.21,55.01,67.85,109.8,93.57,36.52
111.0,111.0,16.27,0.28,Animal 2_2HRS_042,36.17,95.15,155.4,99.87,232.16,119.55,71.8,80.58
111.0,111.0,-5.89,-0.1,Animal 2_2HRS_044,0.23,100.95,217.25,1.54,94.3,89.67,107.93,45.65
111.0,111.0,19.25,0.34,Animal 2_2HRS_044,39.16,82.37,139.84,70.34,110.71,100.05,89.21,45.57
111.0,111.0,-28.54,-0.5,Animal 2_2HRS_045,38.58,127.08,166.54,80.03,101.01,97.51,112.16,43.09
111.0,111.0,-38.35,-0.67,Animal 2_2HRS_045,38.7,170.81,166.31,86.4,12.87,136.08,122.42,18.32
111.0,111.0,-26.95,-0.47,Animal 2_2HRS_045,37.32,132.35,143.62,64.54,108.5,103.66,87.21,49.09
111.0,111.0,45.15,0.79,Animal 2_2HRS_046,53.96,35.35,182.82,69.54,187.79,104.95,113.57,68.71
111.0,111.0,-33.12,-0.58,Animal 2_2HRS_046,0.22,125.95,151.89,1.54,153.49,95.53,105.28,50.25
111.0,111.0,-16.07,-0.28,Animal 2_2HRS_046,32.36,129.44,138.6,32.39,73.82,117.63,97.62,36.19
111.0,111.0,-22.94,-0.4,Animal 2_2HRS_046,25.64,129.05,168.59,33.14,142.25,101.75,104.08,48.16
111.0,111.0,32.41,0.57,Animal 2_2HRS_047,52.37,64.55,175.42,82.3,94.84,105.36,111.14,43.02
111.0,111.0,-55.41,-0.97,Animal 2_2HRS_047,67.23,172.07,147.76,106.5,175.4,114.85,108.31,64.78
111.0,111.0,-72.57,-1.27,Animal 2_2HRS_047,106.27,174.27,130.5,128.32,146.72,109.6,110.19,50.62
111.0,111.0,23.88,0.42,Animal 2_2HRS_048,98.34,70.75,179.7,108.59,227.37,111.31,88.1,68.32
111.0,111.0,-68.31,-1.19,Animal 2_2HRS_048,1.22,201.4,154.45,7.87,1.9,66.93,100.96,4.88
111.0,111.0,-43.27,-0.76,Animal 2_2HRS_049,83.07,181.83,160.46,136.31,334.21,133.12,108.72,116.74
111.0,111.0,13.04,0.23,Animal 2_2HRS_049,56.08,74.57,185.59,45.58,63.18,88.84,123.97,47.24
111.0,111.0,26.69,0.47,Animal 2_2HRS_049,67.57,59.77,196.84,83.63,7.62,98.73,119.34,26.56
111.0,111.0,4.34,0.08,Animal 2_2HRS_052,59.1,101.31,185.04,120.6,166.18,107.1,108.68,67.02
111.0,111.0,-37.65,-0.66,Animal 2_2HRS_052,0.62,186.62,188.75,3.19,0.01,122.0,105.0,0.0
111.0,111.0,-17.13,-0.3,Animal 2_2HRS_052,46.63,133.01,188.76,60.67,184.4,110.61,116.08,58.44
111.0,111.0,-45.59,-0.8,Animal 2_2HRS_055,0.31,219.19,218.56,2.12,110.35,110.67,112.26,42.13
111.0,111.0,13.98,0.24,Animal 2_2HRS_055,38.4,94.47,179.82,49.71,94.56,110.94,113.64,40.2
111.0,111.0,-67.52,-1.18,Animal 2_2HRS_055,19.14,157.1,144.78,32.7,51.93,86.33,115.49,28.78
111.0,111.0,-33.63,-0.59,Animal 2_2HRS_057,73.41,170.06,171.36,142.17,195.73,142.3,129.63,62.4
111.0,111.0,43.54,0.76,Animal 2_2HRS_057,45.76,57.63,175.12,104.2,165.09,120.8,108.65,62.71
111.0,111.0,-31.24,-0.55,Animal 2_2HRS_057,39.48,151.52,175.02,60.52,106.03,115.52,115.65,41.8
111.0,111.0,29.77,0.52,Animal 2_2HRS_057,40.03,76.13,156.75,56.18,99.65,112.57,93.03,38.33
111.0,111.0,-50.14,-0.88,Animal 2_2HRS_057,29.16,142.93,140.09,39.16,84.19,109.3,112.02,37.36
111.0,111.0,36.15,0.63,Animal 2_2HRS_059,37.53,51.4,166.95,45.82,123.67,109.66,87.21,53.61
111.0,111.0,-93.28,-1.63,Animal 2_2HRS_059,38.25,191.02,100.09,67.12,168.3,115.25,104.43,57.66
111.0,111.0,44.99,0.79,Animal 2_2HRS_059,27.1,66.48,159.91,59.65,106.15,120.94,105.44,44.18
111.0,111.0,10.7,0.19,Animal 2_2HRS_059,0.83,99.23,180.23,3.35,113.85,112.06,112.31,42.08
111.0,111.0,-78.65,-1.37,Animal 2_2HRS_061,32.48,184.15,118.45,68.97,146.35,116.61,104.89,48.74
111.0,111.0,-31.93,-0.56,Animal 2_2HRS_061,39.0,175.23,197.74,81.28,221.28,121.01,110.76,91.86
111.0,111.0,-28.5,-0.5,Animal 2_2HRS_062,47.51,139.46,176.16,69.0,127.95,101.3,105.87,46.68
111.0,111.0,-18.07,-0.32,Animal 2_2HRS_062,56.87,146.33,193.1,108.08,224.05,121.8,117.93,83.98
111.0,111.0,22.09,0.39,Animal 2_2HRS_062,29.79,91.87,182.14,51.96,92.06,122.1,107.65,36.94
111.0,111.0,-28.28,-0.49,Animal 2_2HRS_062,15.3,141.14,158.42,28.59,119.1,114.72,109.31,43.62
111.0,111.0,-10.17,-0.18,Animal 2_2HRS_063,44.52,110.58,184.39,78.07,116.34,98.66,117.91,43.24
111.0,111.0,155.91,2.72,Animal 2_2HRS_063,59.16,115.49,125.03,75.59,27.14,117.46,129.44,22.23
111.0,111.0,-51.62,-0.9,Animal 2_2HRS_064,38.07,167.26,158.74,67.96,59.1,93.24,100.11,35.59
111.0,111.0,-28.83,-0.5,Animal 2_2HRS_064,29.52,142.78,169.62,36.57,69.1,114.44,118.16,41.35
111.0,111.0,9.94,0.17,Animal 2_2HRS_064,26.51,85.12,196.71,54.65,104.44,97.67,125.09,39.28
111.0,111.0,37.67,0.66,Animal 2_2HRS_064,84.88,93.6,188.62,150.76,125.33,139.81,128.75,72.97
111.0,111.0,-32.36,-0.56,Animal 2_2HRS_064,51.23,150.27,184.51,80.28,280.71,104.01,111.49,73.61
111.0,111.0,-11.62,-0.2,Animal 2_2HRS_065,50.34,140.86,128.53,81.14,76.54,136.44,107.07,40.33
111.0,111.0,19.2,0.34,Animal 2_2HRS_065,36.79,73.23,198.4,70.23,196.48,104.87,107.5,66.99
111.0,111.0,29.82,0.52,Animal 2_2HRS_065,52.22,44.68,188.8,63.73,73.47,84.23,119.8,37.78
111.0,111.0,52.75,0.92,Animal 2_2HRS_066,55.17,43.4,155.22,93.12,138.54,108.12,106.0,45.95
111.0,111.0,53.32,0.93,Animal 2_2HRS_066,49.53,40.44,156.38,89.55,148.04,92.99,117.24,52.95
111.0,111.0,66.82,1.17,Animal 2_2HRS_066,34.07,40.41,129.63,52.02,148.86,111.37,99.25,48.31
111.0,111.0,12.35,0.22,Animal 2_2HRS_066,29.66,97.89,200.28,33.9,213.46,116.37,115.9,77.95
111.0,111.0,-81.96,-1.43,Animal 2_2HRS_067,6.67,199.59,135.33,25.48,146.08,107.88,122.37,51.25
111.0,111.0,-56.01,-0.98,Animal 2_2HRS_067,39.1,176.41,150.64,72.04,146.02,109.26,105.37,50.06
111.0,111.0,-32.67,-0.57,Animal 2_2HRS_067,45.83,155.31,191.67,54.63,157.79,106.04,114.82,62.35
105.0,111.0,-3.83,-0.07,Animal 2_2HRS_067,43.18,115.3,169.26,79.15,106.91,110.97,104.56,43.8
111.0,111.0,17.39,0.3,Animal 2_2HRS_070,54.8,79.04,184.77,54.95,188.32,96.35,129.51,67.43
111.0,111.0,-48.97,-0.85,Animal 2_2HRS_070,26.52,169.46,147.79,77.16,117.13,110.63,96.58,52.0
111.0,111.0,45.9,0.8,Animal 2_2HRS_071,0.45,32.9,157.92,3.1,263.61,112.57,80.7,117.65
111.0,111.0,-24.65,-0.43,Animal 2_2HRS_071,0.2,156.71,205.06,1.21,135.56,108.67,100.38,56.86
111.0,111.0,-35.86,-0.63,Animal 2_2HRS_071,104.01,138.01,185.93,105.0,238.74,88.67,117.66,84.35
111.0,111.0,3.47,0.06,Animal 2_2HRS_072,42.36,97.96,166.68,47.35,82.78,101.82,103.12,40.44
111.0,111.0,62.25,1.09,Animal 2_2HRS_072,39.86,67.0,133.79,82.56,95.06,104.15,114.24,37.2
111.0,111.0,22.07,0.39,Animal 2_2HRS_072,52.25,89.06,180.72,84.46,209.78,118.73,107.57,60.13
111.0,111.0,-11.79,-0.21,Animal 2_2HRS_072,29.73,130.9,186.85,47.83,118.48,115.98,115.37,44.08
111.0,111.0,-34.19,-0.6,Animal 2_2HRS_073,10.85,146.12,160.88,24.79,136.89,112.19,110.94,48.64
111.0,111.0,-13.41,-0.23,Animal 2_2HRS_073,49.97,118.47,190.84,69.51,144.58,100.59,115.82,49.27
111.0,111.0,-39.97,-0.7,Animal 2_2HRS_074,0.37,171.25,187.19,2.54,186.1,92.54,93.28,68.18
111.0,111.0,-69.39,-1.21,Animal 2_2HRS_074,12.69,173.93,129.41,31.15,51.79,90.31,97.95,29.25
111.0,111.0,-46.58,-0.81,Animal 2_2HRS_074,29.07,169.38,163.1,39.82,222.06,106.01,103.14,76.68
111.0,111.0,-1.13,-0.02,Animal 2_2HRS_074,4.11,116.93,206.29,14.85,88.83,114.82,99.12,38.78
111.0,111.0,-52.81,-0.92,Animal 2_2HRS_074,41.51,168.15,154.4,48.6,116.79,100.44,103.02,41.89
111.0,111.0,146.79,2.56,Animal 2_2HRS_076,61.03,77.92,39.99,77.72,286.35,113.51,94.36,101.69
111.0,111.0,-112.88,-1.97,Animal 2_2HRS_076,28.74,167.06,79.68,85.54,151.76,102.26,107.02,55.7
111.0,111.0,-25.97,-0.45,Animal 2_2HRS_076,38.0,132.55,168.74,86.88,106.71,104.91,111.99,40.77
111.0,111.0,-47.65,-0.83,Animal 2_2HRS_077,50.53,179.97,172.81,68.83,147.19,111.85,110.71,49.37
111.0,111.0,63.95,1.12,Animal 2_2HRS_077,19.61,33.97,146.04,28.07,105.78,113.62,107.11,42.69
111.0,111.0,28.61,0.5,Animal 2_2HRS_077,45.7,75.92,186.45,44.6,92.01,107.28,128.94,40.45
111.0,111.0,7.51,0.13,Animal 2_2HRS_077,0.96,103.43,176.9,4.41,150.42,113.07,103.75,49.49
