ROICentroidsXInPixels,ROICentroidsYInPixels,anglesInDeg,anglesInRad,fileID,golgiAreaInSquareMicrons,golgiCentroidsXInPixels,golgiCentroidsYInPixels,golgiPerimeterInMicrons,nucleiAreaInSquareMicrons,nucleiCentroidsXInPixels,nucleiCentroidsYInPixels,nucleiPerimeterInMicrons
111.0,111.0,-40.14,-0.7,Animal 1_2HRS_019,22.43,182.23,165.58,45.06,255.24,130.7,104.48,105.79
111.0,111.0,120.62,2.11,Animal 1_2HRS_020,24.13,20.19,59.22,28.06,85.85,103.76,108.68,47.83
111.0,111.0,7.15,0.12,Animal 1_2HRS_020,47.47,102.93,176.31,69.86,123.81,111.99,104.05,44.36
111.0,111.0,-12.88,-0.22,Animal 1_2HRS_022,35.67,114.37,150.02,81.17,131.35,104.29,105.96,45.76
111.0,111.0,37.6,0.66,Animal 1_2HRS_022,20.59,89.34,134.3,42.85,67.78,115.72,100.06,33.81
111.0,111.0,-23.63,-0.41,Animal 1_2HRS_022,0.21,145.56,218.94,1.47,60.85,107.98,133.04,31.1
111.0,111.0,-8.94,-0.16,Animal 1_2HRS_023,0.14,161.33,219.92,1.11,62.2,141.63,94.58,34.75
111.0,111.0,-27.77,-0.48,Animal 1_2HRS_023,78.98,122.47,162.26,164.11,178.77,83.14,87.57,55.06
111.0,111.0,-3.38,-0.06,Animal 1_2HRS_023,64.97,119.61,144.27,84.81,32.73,117.63,110.66,26.56
111.0,111.0,-11.87,-0.21,Animal 1_2HRS_023,20.0,124.92,120.04,40.54,66.15,116.86,81.69,31.84
111.0,111.0,-11.49,-0.2,Animal 1_2HRS_023,0.68,119.62,179.57,2.91,100.23,104.52,105.23,49.04
111.0,111.0,26.58,0.46,Animal 1_2HRS_024,72.31,65.02,161.81,165.84,203.19,102.71,86.48,70.19
111.0,111.0,51.55,0.9,Animal 1_2HRS_024,44.57,45.25,162.07,88.09,275.64,109.89,110.74,80.05
111.0,111.0,-13.48,-0.24,Animal 1_2HRS_024,0.31,123.07,213.52,2.64,253.68,96.63,103.19,83.72
111.0,111.0,-55.4,-0.97,Animal 1_2HRS_024,39.3,160.11,141.45,69.22,86.08,123.83,116.43,61.77
111.0,111.0,-86.21,-1.5,Animal 1_2HRS_024,66.25,174.24,98.99,92.07,160.43,116.72,95.18,61.11
111.0,111.0,0.88,0.02,Animal 1_2HRS_025,60.62,109.12,150.46,174.86,241.76,109.98,94.4,91.44
111.0,111.0,7.46,0.13,Animal 1_2HRS_025,53.16,88.58,164.42,73.91,116.55,97.21,98.51,52.7
111.0,111.0,73.36,1.28,Animal 1_2HRS_025,67.02,30.57,127.34,126.72,268.52,108.09,104.17,119.74
111.0,111.0,110.1,1.92,Animal 1_2HRS_025,125.4,67.76,68.91,180.47,180.35,107.78,83.56,65.75
111.0,111.0,-53.7,-0.94,Animal 1_2HRS_026,20.07,154.94,143.38,45.29,171.62,78.99,87.6,79.18
111.0,111.0,-56.37,-0.98,Animal 1_2HRS_026,85.56,157.96,166.46,142.39,159.69,97.47,126.22,65.59
111.0,111.0,30.75,0.54,Animal 1_2HRS_026,2.11,110.59,162.72,11.24,55.42,137.19,118.01,41.42
111.0,111.0,-41.99,-0.73,Animal 1_2HRS_026,52.42,139.87,150.09,115.97,127.03,94.57,99.76,48.26
111.0,111.0,50.4,0.88,Animal 1_2HRS_029,77.4,37.19,144.02,144.44,80.27,80.46,108.23,39.58
111.0,111.0,-9.93,-0.17,Animal 1_2HRS_029,0.75,123.06,158.92,3.15,89.29,112.14,96.51,45.29
111.0,111.0,95.9,1.67,Animal 1_2HRS_029,4.57,8.32,104.44,20.3,131.69,96.58,113.56,54.16
111.0,111.0,-67.87,-1.18,Animal 1_2HRS_030,27.14,194.4,120.55,44.15,195.49,124.07,91.94,118.74
111.0,111.0,-14.28,-0.25,Animal 1_2HRS_030,0.4,115.44,196.38,2.84,162.57,88.63,91.01,60.81
111.0,111.0,-20.25,-0.35,Animal 1_2HRS_031,0.19,169.31,218.56,1.39,82.73,133.2,120.66,39.42
111.0,111.0,-156.88,-2.74,Animal 1_2HRS_031,127.73,129.51,75.35,221.91,69.86,117.56,103.34,33.25
111.0,111.0,-34.74,-0.61,Animal 1_2HRS_031,98.68,154.98,162.64,111.66,173.53,114.67,104.51,56.26
111.0,111.0,70.08,1.22,Animal 1_2HRS_032,1.95,41.14,172.53,10.37,42.81,117.11,144.99,32.27
111.0,111.0,87.67,1.53,Animal 1_2HRS_032,109.04,67.14,132.42,174.03,39.46,129.33,129.89,27.0
111.0,111.0,-36.17,-0.63,Animal 1_2HRS_032,65.46,125.89,141.54,117.88,113.82,94.91,99.16,47.74
111.0,111.0,-7.96,-0.14,Animal 1_2HRS_033,0.16,109.64,141.36,1.37,103.05,103.94,100.55,43.41
111.0,111.0,-78.52,-1.37,Animal 1_2HRS_033,39.52,205.16,115.51,55.09,94.44,130.73,100.4,52.94
111.0,111.0,-112.43,-1.96,Animal 1_2HRS_040,60.49,164.31,80.74,92.96,118.46,111.17,102.68,42.54
111.0,111.0,-24.98,-0.44,Animal 1_2HRS_040,0.2,150.71,202.18,1.65,117.85,105.86,105.9,42.5
111.0,111.0,-34.01,-0.59,Animal 1_2HRS_040,57.2,156.09,175.78,88.63,161.84,110.52,108.23,77.23
111.0,111.0,-22.06,-0.39,Animal 1_2HRS_043,34.28,146.46,170.29,41.3,114.53,117.93,99.9,40.71
111.0,111.0,-32.89,-0.57,Animal 1_2HRS_043,1.41,195.4,213.43,6.67,195.07,112.6,85.38,56.87
111.0,111.0,-109.95,-1.92,Animal 1_2HRS_043,86.3,194.61,106.39,109.3,211.01,92.61,143.4,92.91
111.0,111.0,-6.07,-0.11,Animal 1_2HRS_043,22.45,117.82,185.67,30.22,89.56,110.45,116.35,37.79
111.0,111.0,26.28,0.46,Animal 1_2HRS_043,77.79,87.3,123.03,153.47,81.43,101.67,93.94,35.29
111.0,111.0,61.12,1.07,Animal 1_2HRS_046,22.36,54.25,131.58,38.54,115.74,105.35,103.4,43.78
111.0,111.0,-94.52,-1.65,Animal 1_2HRS_046,45.68,161.99,103.63,97.6,98.7,102.1,108.37,46.8
111.0,111.0,-20.12,-0.35,Animal 1_2HRS_046,0.45,153.72,197.87,2.47,229.17,113.17,87.22,73.86
111.0,111.0,121.5,2.12,Animal 1_2HRS_046,59.47,35.93,53.31,100.49,206.95,109.81,98.59,62.84
111.0,111.0,47.9,0.84,Animal 1_2HRS_046,41.28,82.01,140.8,60.51,103.41,124.67,102.25,40.66
111.0,111.0,3.75,0.07,Animal 1_2HRS_047,41.44,112.49,156.94,65.39,161.11,117.49,80.54,56.27
111.0,111.0,150.89,2.63,Animal 1_2HRS_047,188.68,70.33,68.1,261.89,98.97,83.87,92.4,66.53
111.0,111.0,-21.52,-0.38,Animal 1_2HRS_048,0.26,131.5,155.45,1.65,215.77,99.58,74.48,88.27
111.0,111.0,-19.78,-0.35,Animal 1_2HRS_048,62.15,135.29,174.83,64.86,153.98,109.48,103.03,49.9
111.0,111.0,-45.74,-0.8,Animal 1_2HRS_048,64.7,159.15,161.27,102.21,123.93,109.31,112.69,48.48
111.0,111.0,-30.57,-0.53,Animal 1_2HRS_049,86.28,177.0,161.47,128.32,104.08,133.56,87.93,59.78
111.0,111.0,-24.32,-0.42,Animal 1_2HRS_049,62.12,127.61,128.45,69.94,101.41,101.03,69.63,67.36
111.0,111.0,-33.48,-0.58,Animal 1_2HRS_049,41.63,123.7,154.92,74.32,121.15,85.0,96.42,50.53
111.0,111.0,-20.05,-0.35,Animal 1_2HRS_049,0.2,165.82,218.0,1.02,85.32,119.23,90.31,40.1
111.0,111.0,30.52,0.53,Animal 1_2HRS_050,0.49,24.36,167.36,3.4,118.62,82.13,69.37,49.88
111.0,111.0,-11.55,-0.2,Animal 1_2HRS_054,52.9,121.84,200.2,85.42,337.42,101.42,100.24,95.58
111.0,111.0,-34.13,-0.6,Animal 1_2HRS_054,108.08,120.15,114.0,85.94,287.35,113.19,103.74,80.9
111.0,111.0,-116.26,-2.03,Animal 1_2HRS_055,74.94,174.92,110.51,87.09,52.56,105.55,144.74,40.57
111.0,111.0,12.89,0.23,Animal 1_4HRS_001,73.66,85.32,186.75,112.78,137.92,104.48,103.07,46.7
111.0,111.0,-21.72,-0.38,Animal 1_4HRS_001,24.0,127.39,170.71,61.32,207.44,99.06,99.58,59.58
111.0,111.0,51.04,0.89,Animal 1_4HRS_001,25.91,84.89,128.0,40.96,96.88,130.39,91.21,39.74
111.0,111.0,-31.09,-0.54,Animal 1_4HRS_001,44.18,160.34,201.31,77.8,292.02,101.18,103.21,86.66
111.0,111.0,-47.92,-0.84,Animal 1_4HRS_002,82.9,165.57,174.42,171.67,166.18,110.9,125.05,61.49
111.0,111.0,4.08,0.07,Animal 1_4HRS_002,75.33,97.9,193.16,71.31,241.0,102.92,122.92,63.04
111.0,111.0,-70.73,-1.23,Animal 1_4HRS_003,42.03,174.9,121.35,55.61,109.33,98.26,94.56,41.44
111.0,111.0,48.27,0.84,Animal 1_4HRS_003,25.23,57.24,175.38,38.7,64.08,136.42,104.76,33.15
111.0,111.0,132.52,2.31,Animal 1_4HRS_003,78.6,48.13,48.82,120.72,1.98,102.27,98.47,6.31
111.0,111.0,-21.54,-0.38,Animal 1_4HRS_005,118.81,131.68,171.16,212.63,131.43,108.75,113.06,47.81
111.0,111.0,64.44,1.12,Animal 1_4HRS_005,31.61,27.64,155.54,40.24,183.09,120.43,111.16,55.26
111.0,111.0,28.12,0.49,Animal 1_4HRS_005,86.28,85.6,181.22,92.86,209.56,111.58,132.61,69.14
111.0,111.0,-92.5,-1.61,Animal 1_4HRS_007,114.26,176.83,101.09,286.64,401.31,127.95,103.22,93.04
111.0,111.0,-35.99,-0.63,Animal 1_4HRS_007,94.49,146.66,185.11,94.25,130.87,96.83,116.51,53.22
111.0,111.0,-2.38,-0.04,Animal 1_4HRS_007,46.43,92.19,148.81,94.8,138.93,89.49,84.13,45.74
111.0,111.0,42.44,0.74,Animal 1_4HRS_007,26.33,56.86,144.73,66.05,124.54,90.29,108.17,48.18
111.0,111.0,-68.07,-1.19,Animal 1_4HRS_009,38.01,151.17,117.02,65.86,129.96,96.11,94.85,45.8
111.0,111.0,-36.48,-0.64,Animal 1_4HRS_009,47.48,165.1,173.23,66.22,178.79,112.7,102.37,54.98
111.0,111.0,-134.02,-2.34,Animal 1_4HRS_009,47.9,167.0,63.93,99.32,109.77,116.41,112.8,70.78
111.0,111.0,-30.65,-0.53,Animal 1_4HRS_009,26.24,145.86,160.89,47.74,101.57,110.89,101.87,40.38
111.0,111.0,2.09,0.04,Animal 1_4HRS_010,41.19,97.66,182.19,66.7,149.81,100.73,97.75,48.11
111.0,111.0,2.52,0.04,Animal 1_4HRS_010,60.84,89.18,188.87,94.49,241.06,92.89,104.58,77.38
111.0,111.0,-33.76,-0.59,Animal 1_4HRS_011,142.21,116.84,183.34,169.42,266.98,89.59,142.58,84.57
111.0,111.0,-81.08,-1.42,Animal 1_4HRS_011,29.21,169.78,107.75,64.2,138.95,117.63,99.57,50.0
111.0,111.0,82.79,1.45,Animal 1_4HRS_012,0.62,5.32,112.21,3.97,163.19,116.6,98.14,55.22
111.0,111.0,35.5,0.62,Animal 1_4HRS_012,48.94,66.37,177.27,102.81,201.26,108.97,117.53,55.42
111.0,111.0,-115.46,-2.02,Animal 1_4HRS_013,39.16,200.92,66.82,36.92,224.86,121.07,104.82,65.29
111.0,111.0,-17.4,-0.3,Animal 1_4HRS_014,51.38,120.72,169.35,81.14,158.4,103.26,113.66,54.8
111.0,111.0,-53.09,-0.93,Animal 1_4HRS_014,65.19,173.0,155.42,74.21,121.88,115.24,112.04,48.96
111.0,111.0,-26.96,-0.47,Animal 1_4HRS_015,51.2,151.9,172.8,70.58,123.24,118.96,108.06,42.65
111.0,111.0,30.03,0.52,Animal 1_4HRS_015,1.35,66.09,180.84,5.82,92.33,110.71,103.66,43.01
111.0,111.0,37.4,0.65,Animal 1_4HRS_015,1.25,69.93,170.5,5.3,213.28,114.81,111.8,60.87
111.0,111.0,50.34,0.88,Animal 1_4HRS_017,102.6,57.58,158.49,188.42,211.24,119.82,106.9,66.55
111.0,111.0,50.98,0.89,Animal 1_4HRS_018,33.28,33.84,165.69,74.85,216.59,96.93,114.56,64.4
111.0,111.0,89.1,1.56,Animal 1_4HRS_018,33.3,35.58,99.78,68.45,166.66,113.58,98.55,57.24
111.0,111.0,-10.1,-0.18,Animal 1_4HRS_018,32.78,119.02,194.98,26.68,141.43,103.95,110.34,46.11
111.0,111.0,34.65,0.6,Animal 1_4HRS_019,6.75,75.4,187.93,29.51,150.57,126.54,113.95,49.88
111.0,111.0,-48.23,-0.84,Animal 1_4HRS_019,0.36,204.87,185.84,2.45,106.19,111.71,102.63,39.51
111.0,111.0,-50.05,-0.87,Animal 1_4HRS_019,4.14,160.56,164.23,19.73,234.04,98.35,112.11,79.44
111.0,111.0,133.73,2.33,Animal 1_4HRS_020,86.17,70.08,35.57,82.94,252.0,131.22,94.07,72.6
111.0,111.0,30.79,0.54,Animal 1_4HRS_020,37.79,81.45,155.33,78.26,81.47,120.36,90.01,45.98
111.0,111.0,19.0,0.33,Animal 1_4HRS_020,42.68,82.83,163.97,68.3,97.77,107.63,91.98,37.86
111.0,111.0,-2.16,-0.04,Animal 1_4HRS_020,33.41,120.92,164.66,38.29,126.9,118.45,99.21,44.0
111.0,111.0,-6.57,-0.11,Animal 1_4HRS_021,61.73,120.82,154.31,159.57,83.27,115.31,106.48,36.2
111.0,111.0,8.6,0.15,Animal 1_4HRS_021,44.99,78.77,198.95,55.18,136.06,91.94,111.96,46.0
111.0,111.0,90.54,1.58,Animal 1_4HRS_021,47.92,27.57,105.5,44.52,159.93,125.48,106.43,48.3
111.0,111.0,80.77,1.41,Animal 1_4HRS_025,38.47,35.5,145.21,82.98,102.04,98.76,134.93,42.07
111.0,111.0,86.44,1.51,Animal 1_4HRS_025,48.83,47.38,116.17,65.21,129.68,124.16,111.39,47.4
111.0,111.0,21.89,0.38,Animal 1_4HRS_025,40.82,66.89,167.84,38.34,73.88,92.58,103.92,36.9
111.0,111.0,43.73,0.76,Animal 1_4HRS_026,0.55,34.74,187.83,3.01,161.92,121.13,97.52,58.27
111.0,111.0,-34.48,-0.6,Animal 1_4HRS_027,0.55,147.38,180.87,2.67,85.77,96.1,106.18,47.72
111.0,111.0,-41.97,-0.73,Animal 1_4HRS_027,27.84,198.75,185.5,46.49,349.64,118.19,95.96,136.29
111.0,111.0,14.89,0.26,Animal 1_4HRS_028,34.76,99.12,156.95,79.6,96.53,114.46,99.29,39.33
111.0,111.0,-2.96,-0.05,Animal 1_4HRS_028,41.56,108.94,176.11,57.93,138.92,105.13,102.4,47.74
111.0,111.0,2.77,0.05,Animal 1_4HRS_028,49.02,105.71,190.87,42.58,155.36,110.3,95.82,48.24
111.0,111.0,4.24,0.07,Animal 1_4HRS_029,54.35,95.44,192.29,109.11,239.49,102.14,101.8,68.33
111.0,111.0,10.78,0.19,Animal 1_4HRS_029,47.95,80.25,171.77,85.85,117.34,93.39,102.76,58.11
111.0,111.0,33.71,0.59,Animal 1_4HRS_029,41.83,60.83,165.3,75.68,242.31,103.39,101.52,71.11
111.0,111.0,-24.14,-0.42,Animal 1_4HRS_030,50.72,130.86,141.16,115.18,129.55,114.3,104.21,50.09
111.0,111.0,106.05,1.85,Animal 1_4HRS_030,0.34,10.93,69.31,2.13,116.92,119.46,100.54,56.74
111.0,111.0,14.19,0.25,Animal 1_4HRS_031,119.65,98.64,176.17,228.99,400.98,108.26,138.14,86.82
111.0,111.0,59.61,1.04,Animal 1_4HRS_032,58.81,23.76,166.16,87.04,265.62,109.41,115.93,68.8
111.0,111.0,10.15,0.18,Animal 1_4HRS_032,61.15,133.49,197.86,116.17,221.3,147.3,120.71,63.48
111.0,111.0,-40.19,-0.7,Animal 1_4HRS_032,42.91,151.92,175.27,66.02,149.95,97.36,110.69,50.97
111.0,111.0,-38.08,-0.66,Animal 1_4HRS_032,2.79,168.65,202.12,8.17,213.3,98.1,112.07,58.33
111.0,111.0,-32.46,-0.57,Animal 1_4HRS_034,31.56,146.42,157.05,47.89,123.85,112.08,103.06,43.85
111.0,111.0,-68.55,-1.2,Animal 1_4HRS_034,41.8,195.44,125.52,56.17,188.9,112.35,92.87,60.61
111.0,111.0,-175.21,-3.06,Animal 1_4HRS_034,76.2,110.1,29.65,74.95,44.49,103.62,107.02,36.34
111.0,111.0,-28.64,-0.5,Animal 1_4HRS_035,70.17,147.41,176.89,83.46,204.81,103.33,96.16,60.26
111.0,111.0,114.06,1.99,Animal 1_4HRS_035,31.08,48.41,103.76,43.18,75.28,98.2,125.99,35.01
111.0,111.0,-8.79,-0.15,Animal 1_4HRS_035,38.92,126.17,180.4,48.31,129.74,114.54,105.2,45.25
111.0,111.0,41.96,0.73,Animal 1_4HRS_036,0.42,1.94,203.39,3.17,123.15,87.28,108.49,51.3
111.0,111.0,-42.93,-0.75,Animal 1_4HRS_042,80.03,173.37,184.46,68.18,223.28,109.76,116.08,62.77
111.0,111.0,9.85,0.17,Animal 1_4HRS_042,114.86,142.19,166.18,128.26,246.51,147.48,135.74,59.96
111.0,111.0,4.37,0.08,Animal 1_4HRS_042,41.22,95.42,179.9,51.38,103.34,100.83,109.13,42.78
111.0,111.0,75.85,1.32,Animal 1_4HRS_043,29.58,40.29,123.9,43.17,146.87,119.02,104.05,61.87
111.0,111.0,-19.53,-0.34,Animal 1_4HRS_043,0.34,156.93,190.45,2.0,238.88,120.08,86.55,69.51
111.0,111.0,94.83,1.66,Animal 1_4HRS_048,160.48,57.78,77.4,193.0,130.77,121.14,82.75,51.52
111.0,111.0,38.04,0.66,Animal 1_4HRS_048,27.28,75.02,152.12,29.98,103.51,121.8,92.32,39.32
111.0,111.0,-115.86,-2.02,Animal 1_4HRS_048,106.24,176.02,60.64,148.49,94.51,113.05,91.16,40.41
111.0,111.0,33.67,0.59,Animal 1_4HRS_049,2.06,47.6,202.33,10.83,123.2,113.82,102.9,45.4
111.0,111.0,13.44,0.23,Animal 1_4HRS_049,40.84,89.36,172.31,64.7,166.27,107.83,95.04,51.65
111.0,111.0,23.13,0.4,Animal 1_4HRS_049,63.87,78.95,185.62,73.56,182.93,112.54,106.97,55.22
111.0,111.0,-6.7,-0.12,Animal 1_4HRS_050,35.25,136.11,170.56,58.07,56.47,127.48,97.04,32.06
111.0,111.0,77.15,1.35,Animal 1_4HRS_050,29.1,51.34,117.72,31.19,170.63,120.68,101.9,51.41
111.0,111.0,30.67,0.54,Animal 1_4HRS_051,70.39,108.76,194.69,118.96,143.92,152.14,121.56,60.64
111.0,111.0,50.89,0.89,Animal 1_4HRS_052,45.42,39.66,154.91,77.88,245.99,95.74,109.32,72.6
111.0,111.0,74.14,1.29,Animal 1_4HRS_052,60.76,31.99,129.31,92.86,136.42,106.47,108.15,47.01
111.0,111.0,45.93,0.8,Animal 1_4HRS_053,3.84,11.67,201.55,10.79,129.17,108.81,107.51,43.61
111.0,111.0,9.57,0.17,Animal 1_4HRS_053,16.17,103.17,207.87,27.0,144.47,117.51,122.77,46.3
111.0,111.0,-38.6,-0.67,Animal 1_4HRS_054,26.69,138.66,131.91,45.25,142.28,102.43,86.53,46.35
111.0,111.0,45.81,0.8,Animal 1_4HRS_054,61.88,62.39,155.34,86.37,173.33,120.76,98.59,54.13
111.0,111.0,72.29,1.26,Animal 1_4HRS_056,19.58,26.97,127.84,37.91,0.01,111.0,101.0,0.0
111.0,111.0,-38.87,-0.68,Animal 1_4HRS_056,19.14,140.9,145.02,47.34,119.44,103.33,98.41,48.63
111.0,111.0,113.1,1.97,Animal 1_4HRS_056,113.55,56.37,64.96,242.45,120.86,116.11,90.44,44.0
111.0,111.0,-37.53,-0.66,Animal 1_4HRS_056,60.2,145.17,162.42,64.69,123.16,103.18,107.75,44.55
111.0,111.0,-6.8,-0.12,Animal 1_4HRS_058,0.78,114.36,167.63,3.91,128.56,105.14,90.32,50.34
111.0,111.0,42.78,0.75,Animal 1_4HRS_058,14.36,11.54,188.31,23.8,176.35,126.41,64.18,55.16
111.0,111.0,91.84,1.6,Animal 1_4HRS_058,70.36,36.81,84.8,100.02,143.16,134.64,87.94,53.24
111.0,111.0,59.07,1.03,Animal 1_4HRS_058,63.16,38.11,147.18,71.6,259.58,126.23,94.36,65.62
111.0,111.0,-74.99,-1.31,Animal 1_4HRS_059,44.11,176.52,109.57,109.04,247.76,127.92,96.54,71.88
111.0,111.0,153.17,2.67,Animal 1_4HRS_059,40.92,42.95,35.3,53.76,201.18,78.55,105.68,62.28
111.0,111.0,-3.25,-0.06,Animal 1_4HRS_059,76.07,110.35,176.65,116.37,220.81,106.1,101.65,70.17
111.0,111.0,-38.54,-0.67,Animal 1_6HRS_004,34.4,161.77,162.18,72.48,146.66,115.89,104.59,49.47
111.0,111.0,14.18,0.25,Animal 1_6HRS_004,28.88,90.12,186.77,76.63,143.42,109.91,108.39,49.67
111.0,111.0,17.65,0.31,Animal 1_6HRS_006,50.19,89.86,187.96,48.02,128.51,113.71,112.99,48.09
111.0,111.0,161.18,2.81,Animal 1_6HRS_006,72.26,39.51,41.76,85.35,99.62,67.09,122.7,47.94
111.0,111.0,-14.17,-0.25,Animal 1_6HRS_006,40.96,132.47,181.67,81.7,195.55,111.38,98.17,97.47
111.0,111.0,-41.69,-0.73,Animal 1_6HRS_007,41.27,180.3,184.72,57.26,122.8,94.42,88.28,53.31
111.0,111.0,-21.54,-0.38,Animal 1_6HRS_007,0.9,143.38,191.1,5.71,156.85,103.4,89.8,71.31
111.0,111.0,42.29,0.74,Animal 1_6HRS_007,13.76,14.34,200.46,28.4,125.6,104.14,101.72,56.88
111.0,111.0,-3.76,-0.07,Animal 1_6HRS_007,49.28,110.77,198.72,103.02,214.15,105.37,116.72,65.64
111.0,111.0,46.9,0.82,Animal 1_6HRS_008,15.7,19.79,200.64,32.4,191.92,119.38,107.44,63.77
111.0,111.0,56.31,0.98,Animal 1_6HRS_008,44.75,19.93,155.99,79.86,209.73,105.39,99.01,84.62
111.0,111.0,-42.11,-0.73,Animal 1_6HRS_008,0.2,214.29,219.41,0.76,116.76,111.22,105.36,42.62
111.0,111.0,37.37,0.65,Animal 1_6HRS_011,60.59,62.61,171.1,112.9,178.56,109.59,109.59,62.42
111.0,111.0,18.73,0.33,Animal 1_6HRS_012,77.5,83.56,156.66,133.35,129.19,109.98,78.72,54.26
111.0,111.0,-46.07,-0.8,Animal 1_6HRS_012,23.43,126.98,143.91,39.9,124.47,72.31,91.24,58.06
111.0,111.0,49.03,0.86,Animal 1_6HRS_012,0.21,21.33,219.56,1.47,97.58,143.68,113.32,46.74
111.0,111.0,-13.53,-0.24,Animal 1_6HRS_014,85.45,126.42,165.68,113.17,238.83,106.7,83.75,79.57
111.0,111.0,38.74,0.68,Animal 1_6HRS_014,24.56,57.34,165.18,52.29,125.87,111.66,97.48,43.97
111.0,111.0,45.67,0.8,Animal 1_6HRS_017,52.95,39.63,188.04,88.34,17.75,138.06,91.89,29.75
111.0,111.0,64.4,1.12,Animal 1_6HRS_019,40.49,44.13,134.99,60.94,140.42,112.88,102.05,50.72
111.0,111.0,32.62,0.57,Animal 1_6HRS_019,61.59,52.29,164.73,71.35,166.32,97.48,94.12,53.95
111.0,111.0,42.56,0.74,Animal 1_6HRS_019,60.02,51.52,169.76,121.09,183.42,104.91,111.62,65.05
111.0,111.0,12.66,0.22,Animal 1_6HRS_020,61.38,75.63,160.37,156.74,214.78,90.25,95.27,67.54
111.0,111.0,-45.71,-0.8,Animal 1_6HRS_020,85.84,173.02,184.29,85.27,91.55,104.93,117.87,94.54
111.0,111.0,125.31,2.19,Animal 1_6HRS_021,156.31,100.02,74.15,244.31,276.12,132.95,97.47,90.83
111.0,111.0,-33.61,-0.59,Animal 1_6HRS_021,94.23,136.13,141.02,137.23,88.83,118.87,115.04,37.68
111.0,111.0,50.11,0.87,Animal 1_6HRS_021,46.14,74.36,189.2,96.85,202.65,140.89,133.59,76.88
111.0,111.0,-4.88,-0.09,Animal 1_6HRS_021,23.07,127.34,146.7,39.11,117.22,121.11,73.74,44.03
111.0,111.0,-55.76,-0.97,Animal 1_6HRS_021,54.02,199.08,128.07,65.98,256.78,138.2,86.63,98.7
111.0,111.0,10.7,0.19,Animal 1_6HRS_022,12.47,75.7,177.35,20.78,178.25,90.16,100.84,57.54
111.0,111.0,60.36,1.05,Animal 1_6HRS_022,51.53,85.21,132.53,88.76,143.46,154.64,93.02,47.53
